,logFC,AveExpr,t,P.Value,adj.P.Val,B,Score,ABSScore
FRMD4A,0.014660477,6.231054753,1.796139134,0.072700112,0.147349949,-5.696902166,0.012192386,0.012192386
GP1BA,0.003194361,4.803921396,0.059526251,0.952541933,0.972258196,-5.697708025,3.90E-05,3.90E-05
TMPRSS4,0.019921842,4.83741488,0.235573256,0.81380023,0.881698865,-5.698367331,0.001089321,0.001089321
VSIG10,0.018583532,6.123811316,1.71586866,0.08641983,0.168825508,-5.698965976,0.014356929,0.014356929
TCTE3,0.016553694,5.480555507,1.059324701,0.289644985,0.424661266,-5.699375384,0.006157268,0.006157268
VNN2,0.026238575,5.196378911,0.763088076,0.445546698,0.58232233,-5.699681298,0.006161777,0.006161777
MGC87042,0.012724582,4.925839007,0.399449179,0.689626635,0.790543696,-5.699855499,0.001298851,0.001298851
CDC42EP5,-0.025696851,5.525307551,-1.076553092,0.281875928,0.416386032,-5.699963587,-0.009777751,0.009777751
NMNAT1,-0.012430734,5.985238942,-1.566515912,0.117466647,0.214698815,-5.699982442,-0.008305848,0.008305848
ADAM28,-0.028442119,5.700966334,-1.257752856,0.208702752,0.331855041,-5.700335254,-0.013625242,0.013625242
FAM109B,-0.016008309,6.106852566,-1.681340347,0.092932473,0.178785848,-5.700451587,-0.011968882,0.011968882
RAB39B,0.03458978,5.343784492,0.92581721,0.354709559,0.493052421,-5.700840766,0.01062276,0.01062276
C19orf26,0.001688995,4.809687944,0.038465898,0.969322015,0.982168631,-5.700902364,1.32E-05,1.32E-05
RWDD2A,-0.014445099,5.79239914,-1.36059565,0.173872886,0.289564912,-5.701823756,-0.007775133,0.007775133
ABCD2,0.013685365,4.858848703,0.265167894,0.79092137,0.865996338,-5.702359098,0.000855116,0.000855116
DZIP1L,-0.021353973,5.463971808,-1.01307407,0.311209726,0.447094817,-5.702671319,-0.007465357,0.007465357
HCP5,0.023955371,6.207002573,1.780224186,0.075268365,0.151357783,-5.703201318,0.01964329,0.01964329
KCNQ3,-0.014747672,4.951302845,-0.399202854,0.689808068,0.790613837,-5.703673548,-0.001504787,0.001504787
MAT2B,-0.010767396,6.363098893,-1.858184539,0.063364451,0.133006682,-5.703807141,-0.009433601,0.009433601
ROCK2,0.022762818,6.237321492,1.799533892,0.072161686,0.146658587,-5.704067572,0.018977191,0.018977191
C12orf35,-0.015601664,6.334598091,-1.841884449,0.065715402,0.136676118,-5.704233336,-0.013484633,0.013484633
VEGFC,-0.017603182,5.882391465,-1.452190959,0.146685245,0.253915443,-5.704356568,-0.010479366,0.010479366
SCN2A,-0.015282132,4.880146017,-0.255814356,0.798133892,0.871088974,-5.705081839,-0.000915973,0.000915973
FHL1,-0.02758969,6.141897827,-1.70367386,0.088676501,0.172380407,-5.705339214,-0.021065062,0.021065062
PLA2G5,0.01131885,4.87202288,0.276774253,0.781996618,0.859708131,-5.70557709,0.000743071,0.000743071
WDR54,-0.021503062,5.943336991,-1.511827419,0.130816209,0.233367977,-5.705656541,-0.013589048,0.013589048
LIN7B,0.020819495,5.403458265,0.973930695,0.330268705,0.467562636,-5.705729282,0.006873769,0.006873769
IRX1,-0.044965417,5.388605291,-0.915718879,0.359980972,0.498639373,-5.705954123,-0.013589153,0.013589153
PDIA3P,0.011312793,6.522226804,1.932077016,0.053562962,0.116563263,-5.706779064,0.010559794,0.010559794
OLFM4,-0.021538216,4.87598572,-0.228700128,0.819137284,0.885196019,-5.707257889,-0.001140676,0.001140676
RASD1,-0.035727666,5.953852352,-1.514582325,0.130116693,0.232519638,-5.707304994,-0.022634918,0.022634918
ZNF253,-0.015753718,6.025743186,-1.600280267,0.109774794,0.203410785,-5.707447559,-0.010895682,0.010895682
MPL,-0.008481918,4.940864923,-0.377146219,0.706125336,0.802785144,-5.707494628,-0.000809181,0.000809181
CUEDC1,-0.020933149,6.118794415,-1.684207374,0.092377105,0.178012739,-5.707835218,-0.015690419,0.015690419
ARNTL,-0.014308851,5.975005085,-1.549245464,0.12156151,0.220467156,-5.70819341,-0.009395994,0.009395994
C21orf122,0.014775571,5.375260428,0.937559958,0.348641445,0.486313026,-5.708359201,0.004625996,0.004625996
RASGRP2,-0.028570164,5.435020211,-0.970876988,0.33178672,0.469206557,-5.709381665,-0.009389182,0.009389182
SOX5,-0.017923459,4.954269903,-0.385296604,0.700079516,0.79867371,-5.710291028,-0.001749878,0.001749878
GIMAP7,-0.024156534,5.902905071,-1.466021609,0.142879652,0.249010526,-5.710733089,-0.014585288,0.014585288
IL18R1,0.025126587,5.415289775,0.987513587,0.323571204,0.460659835,-5.710795657,0.008458103,0.008458103
KCNA3,0.023294752,5.019222495,0.525423291,0.599376872,0.717658662,-5.711151549,0.003356356,0.003356356
MAP3K7,0.012588014,6.237110876,1.790465116,0.073607387,0.148669435,-5.712007874,0.010420085,0.010420085
EVI5,-0.013171155,6.078482156,-1.649601111,0.099261558,0.188172439,-5.712586093,-0.009554935,0.009554935
GCDH,-0.014788398,6.137020067,-1.701040881,0.089169926,0.172964578,-5.71261154,-0.011269392,0.011269392
ST8SIA2,-0.010153474,4.859051019,-0.161494578,0.8717285,0.920593461,-5.713055755,-0.000364836,0.000364836
NUDT11,0.027675309,5.26871209,0.825172108,0.40942241,0.546970132,-5.71310875,0.007251938,0.007251938
GZMM,0.017710741,4.903561627,0.325400599,0.744929274,0.832836248,-5.713155823,0.001406948,0.001406948
AP4B1,0.010356527,6.065944527,1.651607028,0.098851622,0.187593634,-5.713638512,0.007526936,0.007526936
CCDC102B,0.016204503,5.592257274,1.163312637,0.244912118,0.374865486,-5.713673684,0.006905136,0.006905136
AP1AR,-0.014870426,6.227487013,-1.770971277,0.076795321,0.153738729,-5.713797562,-0.012092879,0.012092879
MCHR1,0.000357123,4.833588603,0.00731367,0.994165688,0.996742818,-5.714073267,5.06E-07,5.06E-07
NTM,-0.031804675,5.9513808,-1.507607977,0.131893253,0.234906945,-5.714291327,-0.020008453,0.020008453
ARHGAP24,-0.017858426,5.889319814,-1.453083503,0.146437337,0.253575319,-5.715449837,-0.010641711,0.010641711
DPH5,0.011433822,6.130672171,1.708176209,0.087837859,0.17120443,-5.716176902,0.008763853,0.008763853
SGPP2,0.032221938,5.127039581,0.660260514,0.509201418,0.640398027,-5.716658822,0.006236557,0.006236557
FASTKD5,0.012329188,6.141569942,1.717388736,0.086141821,0.168415841,-5.716846132,0.00953807,0.00953807
HOXA11,-0.007193948,4.863092103,-0.156057181,0.87601172,0.923323964,-5.716966973,-0.000249241,0.000249241
MTR,-0.012178124,6.349176907,-1.843480663,0.065482047,0.136376557,-5.717279811,-0.010537247,0.010537247
HIRIP3,-0.016741556,6.157897243,-1.714314141,0.086704889,0.16934428,-5.717317211,-0.012911582,0.012911582
ADAT3,-0.023096156,5.402351502,-0.927494348,0.353838828,0.492031786,-5.718918068,-0.007113774,0.007113774
NMT2,0.018333401,5.985205077,1.57451124,0.115608014,0.212002278,-5.719941971,0.012350469,0.012350469
WDR34,0.014350994,6.410113553,1.879021871,0.060460847,0.128304488,-5.719997227,0.012797616,0.012797616
FCRL6,-0.000152872,4.843976618,-0.0033603,0.99731938,0.998548627,-5.720210129,-9.64E-08,9.64E-08
VASP,0.010747575,6.444146636,1.892897853,0.058589198,0.125113342,-5.72024587,0.009701797,0.009701797
HRH2,0.013635905,4.923925222,0.326404226,0.744170085,0.832367939,-5.723542925,0.001086572,0.001086572
CEL,0.024874274,5.110083067,0.619083529,0.53596775,0.664276711,-5.724382122,0.004418939,0.004418939
SDR39U1,-0.0139267,6.171807701,-1.72341881,0.085046089,0.166636944,-5.724413047,-0.010838158,0.010838158
LAMA4,-0.016273537,6.410294457,-1.867611758,0.06203682,0.130804519,-5.724941084,-0.014375673,0.014375673
ZNF418,-0.023623586,5.788683058,-1.333659625,0.182544624,0.299982731,-5.725258289,-0.012352862,0.012352862
SLC24A5,-0.005323016,4.86877887,-0.107266447,0.91459384,0.948782292,-5.725927289,-0.000121543,0.000121543
STAG3L2,-0.019534092,5.559448694,-1.092445837,0.274835758,0.408556435,-5.726387203,-0.007593838,0.007593838
TMC7,0.02275328,5.649108252,1.21577389,0.224287614,0.350699421,-5.726524984,0.01035422,0.01035422
SAP130,0.010802707,6.25192825,1.791189915,0.073490978,0.148495138,-5.726779932,0.00894775,0.00894775
RRP15,0.011966768,6.226649961,1.774489793,0.076211727,0.152818574,-5.727198579,0.009762775,0.009762775
ZNHIT2,0.075765312,5.741559025,1.352398851,0.176478499,0.2926882,-5.728045294,0.040427976,0.040427976
UNC5B,-0.018809772,6.356781409,-1.838994104,0.066139697,0.137334841,-5.72818698,-0.016218148,0.016218148
PCBD1,0.014883579,6.336904339,1.839943981,0.066000009,0.137137909,-5.728399766,0.012842184,0.012842184
P2RY10,0.03331493,5.197203679,0.727909402,0.466797647,0.601802849,-5.728989088,0.007347466,0.007347466
ADAM32,-0.000342256,4.861111959,-0.005994576,0.995217951,0.997290901,-5.729006975,-4.03E-07,4.03E-07
WBP11P1,0.006668288,4.92194531,0.289019017,0.772612034,0.852574678,-5.729258437,0.000461896,0.000461896
SLC22A15,-0.024156114,5.719587719,-1.255282649,0.209597492,0.332977972,-5.729501135,-0.011536586,0.011536586
AGAP2,0.022802481,5.707326323,1.275627745,0.202310715,0.324322587,-5.729550069,0.011150933,0.011150933
TBC1D3C,-0.011801139,4.893404763,-0.164950857,0.869007821,0.918704002,-5.729833486,-0.00043457,0.00043457
CFI,-0.023531152,5.976762079,-1.531843585,0.125799731,0.226260571,-5.730127504,-0.015186797,0.015186797
DNAJC21,0.010416185,6.361166494,1.849693261,0.064580311,0.134884227,-5.730151616,0.009062485,0.009062485
DHX37,0.011754533,6.180811783,1.740001155,0.08209098,0.162102772,-5.730339209,0.009288545,0.009288545
SH2D3A,-0.020039986,6.000493572,-1.557027251,0.119702805,0.217860563,-5.730431184,-0.013262891,0.013262891
ITGB6,-0.056904222,6.197720546,-1.718943471,0.085858222,0.167944608,-5.730908683,-0.044091323,0.044091323
EIF4EBP3,-0.019929145,6.055016576,-1.610841966,0.10745233,0.200028049,-5.731226551,-0.013928661,0.013928661
RYR2,-0.003981868,4.872350523,-0.083018394,0.933849452,0.961032316,-5.731316523,-6.87E-05,6.87E-05
C10orf95,0.002352457,4.870052974,0.07763361,0.938131227,0.963532333,-5.731737991,3.80E-05,3.80E-05
NDUFS7,-0.01723326,6.196727016,-1.736641479,0.082682871,0.163026752,-5.731773056,-0.013575348,0.013575348
RBMX,0.006300864,6.560106431,1.932648696,0.053492377,0.116461054,-5.732336099,0.005883868,0.005883868
TNFRSF6B,-0.024307281,5.463843732,-0.979292706,0.327614127,0.464771912,-5.732416868,-0.008088494,0.008088494
PEX10,-0.012735914,6.117420208,-1.67261147,0.094639867,0.181284593,-5.733437783,-0.009445452,0.009445452
BDKRB2,-0.022357067,5.982200596,-1.533464867,0.125400063,0.225850644,-5.733534727,-0.01444666,0.01444666
TBC1D3B,-0.025326619,5.752952666,-1.286026914,0.198658338,0.319984952,-5.734102484,-0.012533395,0.012533395
REC8,0.029708904,5.475211129,1.027800359,0.304231321,0.439953286,-5.734605025,0.010594,0.010594
GCN1L1,0.010558936,6.509614591,1.911922388,0.05610162,0.120887531,-5.735444578,0.009689075,0.009689075
P2RX1,-0.008460403,4.903522263,-0.182963161,0.854854913,0.90851364,-5.735590859,-0.000352533,0.000352533
B4GALT7,-0.013514548,6.155226507,-1.703479753,0.088712802,0.172387579,-5.735738247,-0.010318277,0.010318277
FAM157A,0.002509041,4.874379982,0.055991265,0.955357206,0.973620299,-5.736162433,2.91E-05,2.91E-05
PSMD6,0.009737854,6.339105182,1.834976501,0.066733221,0.138282675,-5.736436979,0.008367078,0.008367078
GIPC3,0.016198078,5.758629829,1.320313432,0.186958401,0.305404096,-5.736545301,0.008344037,0.008344037
MGA,0.013825261,6.306423067,1.819196706,0.069107022,0.141934196,-5.736791602,0.011722618,0.011722618
SMYD4,-0.01003473,5.994716059,-1.55351316,0.120539379,0.219071774,-5.736833767,-0.006617037,0.006617037
DENND2C,0.019304742,5.25139167,0.768909334,0.442084158,0.57929383,-5.736871893,0.004577175,0.004577175
PMAIP1,-0.029780936,5.985026001,-1.528747171,0.126565797,0.227306779,-5.737599701,-0.019160686,0.019160686
PSMF1,0.010081686,6.493026386,1.903804031,0.057152163,0.122642126,-5.737704343,0.009188049,0.009188049
RGS10,0.016337143,6.251772285,1.786834888,0.074192707,0.149637132,-5.737790471,0.0134775,0.0134775
CASS4,-0.018696721,5.149636779,-0.612111841,0.540568778,0.667822953,-5.738269942,-0.003278258,0.003278258
DUSP5,-0.022489675,6.294928547,-1.797162647,0.072537432,0.147171451,-5.738393866,-0.018715378,0.018715378
DKFZp686O24166,-0.029303285,5.357717705,-0.850766277,0.395052903,0.533727295,-5.738498879,-0.007990437,0.007990437
DCN,-0.037674817,6.660275442,-1.957433795,0.050506151,0.111312921,-5.738565469,-0.035921221,0.035921221
EDN1,0.030500757,5.837577163,1.414944667,0.157319669,0.268326867,-5.738678936,0.017426175,0.017426175
SWAP70,-0.012086355,6.397899984,-1.85571811,0.06371565,0.133544915,-5.738681035,-0.010567979,0.010567979
SOCS6,-0.015069766,6.294876274,-1.800239882,0.072050124,0.146530803,-5.738872935,-0.012569256,0.012569256
GCNT1,0.025728919,6.14603349,1.714967372,0.086585011,0.169131445,-5.739538607,0.019856953,0.019856953
MYH3,-0.014882501,5.06334023,-0.490095158,0.624147697,0.738708347,-5.739733115,-0.001957451,0.001957451
TAF6L,0.01281432,5.997450899,1.569571519,0.116753572,0.213593416,-5.739831866,0.008590876,0.008590876
PHF13,0.010552291,6.264233152,1.791116254,0.073502801,0.148503816,-5.739983864,0.008740066,0.008740066
CXCL2,-0.014547233,4.93849579,-0.25917584,0.795539827,0.869075271,-5.740065632,-0.000886546,0.000886546
BHLHE41,-0.023239029,6.218025355,-1.746001303,0.081042466,0.160369447,-5.740127556,-0.018472202,0.018472202
ZNF527,-0.011304343,5.801827662,-1.343640078,0.179294837,0.296097677,-5.740981068,-0.00597508,0.00597508
RNF6,0.013280769,6.27975988,1.80091366,0.071943784,0.146418813,-5.741237984,0.011081515,0.011081515
PVRL3,-0.025748958,5.333760811,-0.824555456,0.409772417,0.547278823,-5.741266161,-0.006740855,0.006740855
PCSK1,0.001932373,4.883303459,0.037366317,0.970198557,0.982502649,-5.741576576,1.48E-05,1.48E-05
KLK5,0.052095655,5.074682298,0.566017381,0.571477803,0.693814223,-5.74182511,0.00827054,0.00827054
SREBF2,0.013382714,6.514730526,1.911253973,0.056187503,0.121046144,-5.741959263,0.012272605,0.012272605
OTUD1,-0.012407441,6.077793688,-1.630825551,0.103164772,0.193581158,-5.743229982,-0.008848204,0.008848204
EMR1,-0.012999182,4.988514032,-0.355847006,0.722011786,0.814928043,-5.7433013,-0.001155377,0.001155377
GABBR1,-0.023735842,6.1036872,-1.646815526,0.099833081,0.188961666,-5.744879006,-0.017175879,0.017175879
TBL1XR1,0.011566678,6.552690506,1.924325418,0.054527745,0.118284968,-5.745222321,0.010723125,0.010723125
ZNF501,0.020942397,5.616751204,1.165045325,0.244210332,0.374023511,-5.745344394,0.008944521,0.008944521
CHRFAM7A,0.006330194,4.911911193,0.187306967,0.851448636,0.906206965,-5.745357605,0.000270759,0.000270759
ADRA1B,0.005229636,4.899333166,0.1224595,0.902553688,0.941750562,-5.745608132,0.000136306,0.000136306
C5orf54,-0.014718686,5.855645599,-1.395528896,0.163090212,0.275825639,-5.745616244,-0.008233123,0.008233123
KLB,-0.021629133,5.161740662,-0.611993139,0.540647288,0.667852439,-5.745644337,-0.003792008,0.003792008
PRODH,-0.058517311,5.599139933,-1.09467323,0.273858755,0.407380389,-5.745759492,-0.022821744,0.022821744
ACCN3,-0.017725785,5.031789855,-0.421339226,0.673575725,0.778067532,-5.745767025,-0.001931804,0.001931804
TMEM198,0.022518221,5.642981955,1.191762926,0.233567615,0.361598085,-5.746356714,0.009947962,0.009947962
C8orf83,0.019976409,6.24715521,1.780338249,0.075249698,0.151335674,-5.746585807,0.016381827,0.016381827
OSTC,0.010333794,6.429829246,1.872357946,0.061377187,0.129760453,-5.746810948,0.009164604,0.009164604
CCDC144B,-0.016013822,4.961018394,-0.276384034,0.782296219,0.859859762,-5.747403822,-0.001050064,0.001050064
CCL3L1,-0.031816524,5.166351322,-0.60194628,0.547312873,0.673975929,-5.74834834,-0.00545194,0.00545194
N4BP2L2,-0.01140405,6.320234766,-1.810456492,0.070451447,0.143867099,-5.749453638,-0.009602649,0.009602649
HCG27,0.008032168,4.93825845,0.245430105,0.806161426,0.876359005,-5.749851579,0.000460387,0.000460387
RGN,-0.00609361,4.912923322,-0.1181281,0.905984062,0.943958589,-5.750077077,-0.000152627,0.000152627
C10orf41,0.020775043,5.117310412,0.579881431,0.562093159,0.685712633,-5.750605425,0.003404154,0.003404154
TMEM130,-0.028405319,5.260596576,-0.721882616,0.470494012,0.604947161,-5.750726019,-0.006200386,0.006200386
XPO6,0.008763821,6.471071239,1.887081354,0.059367803,0.126474773,-5.751319928,0.007869877,0.007869877
P2RX7,0.02665627,5.5653641,1.108459501,0.267864566,0.400719512,-5.751383036,0.010586791,0.010586791
PEX26,0.013840686,6.134592626,1.691971182,0.090886577,0.175645635,-5.751662815,0.010454737,0.010454737
NRSN2,-0.014921569,6.307089449,-1.800047997,0.072080432,0.14656082,-5.751751949,-0.012444322,0.012444322
TMEM133,-0.017537608,5.543653438,-1.051677862,0.293139117,0.428245377,-5.752148782,-0.006459229,0.006459229
SIGLEC7,0.019888813,5.398001528,0.9154492,0.360122419,0.498724628,-5.753145702,0.00600919,0.00600919
NSMCE1,-0.014064858,6.34172967,-1.81878672,0.069169612,0.142033166,-5.753507177,-0.011921517,0.011921517
TBC1D25,-0.010064184,6.124510804,-1.668591402,0.095434624,0.182513861,-5.753549102,-0.007434454,0.007434454
TASP1,-0.011159647,5.925792488,-1.46953345,0.141925528,0.247763611,-5.753853373,-0.006762327,0.006762327
CTDSP2,-0.009811798,6.585317588,-1.927107393,0.054179837,0.117672019,-5.75412825,-0.009118367,0.009118367
SLC2A4,-0.014745003,5.014032578,-0.373783054,0.708625523,0.804653644,-5.754175625,-0.001391796,0.001391796
ZNF329,-0.017064877,6.08704312,-1.629721174,0.103398111,0.193908322,-5.754225345,-0.012157079,0.012157079
PTGS2,0.031285406,5.305102908,0.818210667,0.413384012,0.550814725,-5.754681298,0.008102747,0.008102747
HMGXB3,-0.009648278,6.36055218,-1.829495489,0.06755001,0.139608545,-5.754787458,-0.008250126,0.008250126
C2orf74,0.025898644,5.862479757,1.425220702,0.154328909,0.264316899,-5.754940723,0.014966181,0.014966181
CCNI2,0.016636559,4.997697313,0.377182456,0.706098414,0.802785144,-5.755139427,0.001587139,0.001587139
LOC728554,0.022268363,5.982998896,1.550218894,0.121327774,0.220164705,-5.755334332,0.014635933,0.014635933
ITPRIPL1,0.014977815,5.041190085,0.451579174,0.651646075,0.759496504,-5.755342851,0.001789463,0.001789463
HPGD,-0.043951172,5.47941443,-0.959392003,0.337536319,0.47526791,-5.755553392,-0.014198932,0.014198932
TSPAN10,-0.026887942,5.274384395,-0.730944069,0.46494254,0.600086197,-5.755574285,-0.005963379,0.005963379
JOSD2,-0.02103217,5.975892975,-1.512343256,0.130685008,0.233155009,-5.756726357,-0.013299803,0.013299803
GATSL1,-0.005347918,4.928050297,-0.143680061,0.885774964,0.930321672,-5.756784884,-0.000167747,0.000167747
CRYGS,-0.004659767,4.931095773,-0.153628015,0.877926438,0.924663552,-5.757194388,-0.000158508,0.000158508
BST1,-0.018115237,5.644076857,-1.154695816,0.248423204,0.37895512,-5.758072804,-0.007633982,0.007633982
HSD11B2,0.024469585,5.90856861,1.471727727,0.141331862,0.247046221,-5.758877582,0.014858465,0.014858465
TMEM139,0.046009249,5.703919665,1.262701325,0.206918696,0.329789212,-5.758911599,0.022165579,0.022165579
GNB3,-0.004794366,4.928640092,-0.125054846,0.900499099,0.940304115,-5.759545901,-0.000128161,0.000128161
CRLF1,0.037760094,5.34602362,0.862667861,0.388476206,0.527334194,-5.75963558,0.010494061,0.010494061
KCNJ5,-0.022353272,5.452985316,-0.939237154,0.347780168,0.485349852,-5.760457809,-0.0070177,0.0070177
MAPK13,0.014152665,6.342438877,1.824682773,0.068273982,0.140662659,-5.760893457,0.01205554,0.01205554
LRRC8C,0.017356734,6.102122845,1.660924818,0.096965114,0.184724442,-5.761126362,0.012730742,0.012730742
STX11,0.020083932,5.719858292,1.262521717,0.206983256,0.329824565,-5.761272007,0.009674771,0.009674771
SCAND3,0.021117994,4.961651056,0.287298362,0.773928797,0.853597938,-5.761476879,0.001451791,0.001451791
